probe_id,gene_symbol,log2FC,mean_a,mean_b,t_stat,p_value,adj_p_value
219165_at,PDLIM2,-1.12967,8.72088,9.85055,-11.5595,1.15558e-20,2.24047e-18
226397_s_at,PHACTR1,-1.3427,7.75095,9.09365,-12.4388,1.20304e-20,2.32425e-18
218029_at,FAM65A,-0.916515,8.24348,9.15999,-11.3499,1.27057e-20,2.44607e-18
220006_at,EFCC1,-0.993473,6.53951,7.53298,-11.3837,1.51914e-20,2.91435e-18
224950_at,PTGFRN,1.22617,8.83323,7.60706,11.7052,1.58983e-20,3.03028e-18
204442_x_at,LTBP4,-1.43375,8.30253,9.73628,-11.3735,1.59065e-20,3.03028e-18
209641_s_at,ABCC3,1.75007,8.96388,7.21382,11.7414,1.64138e-20,3.11607e-18
202005_at,ST14,1.12022,9.98493,8.86472,11.8137,1.65566e-20,3.13229e-18
219508_at,GCNT3,2.47473,8.2833,5.80857,12.908,1.66761e-20,3.14401e-18
226462_at,STXBP6,-2.01787,5.92508,7.94295,-11.3389,1.67921e-20,3.14522e-18
221204_s_at,CRTAC1,-1.51601,7.74655,9.26256,-11.3635,1.67975e-20,3.14522e-18
209840_s_at,LRRN3,-2.27101,5.96262,8.23362,-11.3043,1.74095e-20,3.24868e-18
224511_s_at,TXNDC17,1.16489,12.0455,10.8806,11.5551,1.87343e-20,3.47219e-18
209186_at,ATP2A2,0.893495,11.4408,10.5473,11.2762,1.86729e-20,3.47219e-18
221747_at,TNS1,-1.47284,9.44003,10.9129,-11.4872,1.98731e-20,3.67081e-18
223062_s_at,PSAT1,2.2937,7.99229,5.69858,11.4506,2.12547e-20,3.9128e-18
206159_at,GDF10,-1.97101,5.60097,7.57198,-11.3445,2.16543e-20,3.95969e-18
1555579_s_at,PTPRM,-1.37833,8.95394,10.3323,-11.944,2.16345e-20,3.95969e-18
218356_at,FTSJ2,0.8313,9.34049,8.50919,11.3797,2.25025e-20,4.10109e-18
226984_at,FGD5,-0.944538,7.00347,7.94801,-11.2428,2.31616e-20,4.20535e-18
219993_at,SOX17,-1.90913,6.31834,8.22747,-11.359,2.32284e-20,4.20535e-18
208961_s_at,KLF6,-1.49032,10.5089,11.9992,-11.5344,2.41665e-20,4.36073e-18
229452_at,TMEM88,-1.07168,7.28217,8.35385,-11.3894,2.42766e-20,4.36619e-18
205730_s_at,ABLIM3,-1.11789,7.4713,8.58919,-11.6245,2.4939e-20,4.45601e-18
203662_s_at,TMOD1,-1.05216,7.22878,8.28094,-11.7426,2.49243e-20,4.45601e-18
222304_x_at,OR7E47P,-1.22932,7.50677,8.73609,-11.2376,2.55982e-20,4.55891e-18
237143_at,,-0.573672,4.98646,5.56013,-11.6077,2.61744e-20,4.6164e-18
235489_at,RHOJ,-2.14055,6.39845,8.539,-11.5315,2.61353e-20,4.6164e-18
228698_at,SOX7,-2.74883,7.25009,9.99893,-11.3063,2.60474e-20,4.6164e-18
220979_s_at,ST6GALNAC5,-2.22842,5.8053,8.03372,-11.2463,2.66261e-20,4.68096e-18
203887_s_at,THBD,-2.00423,8.51101,10.5152,-11.2719,2.6883e-20,4.71098e-18
1555270_a_at,WFS1,-1.14341,7.75243,8.89583,-11.2017,2.80242e-20,4.89527e-18
206499_s_at,RCC1,1.23573,8.79211,7.55638,11.4919,2.86019e-20,4.98028e-18
209610_s_at,SLC1A4,1.10778,8.46531,7.35754,11.3979,2.87988e-20,4.99865e-18
204499_at,AGTPBP1,-0.921413,5.83111,6.75253,-11.2504,3.02398e-20,5.23216e-18
228311_at,BCL6B,-1.01433,7.84905,8.86338,-11.2966,3.32791e-20,5.73986e-18
205554_s_at,DNASE1L3,-1.87068,6.72864,8.59932,-11.1804,3.41494e-20,5.87145e-18
217809_at,BZW2,1.03984,11.2328,10.193,11.206,3.52441e-20,6.04067e-18
202311_s_at,COL1A1,2.9984,9.88444,6.88604,11.2451,3.56646e-20,6.09363e-18
215108_x_at,TOX3,2.75468,8.3553,5.60062,11.273,3.70313e-20,6.30744e-18
244422_at,LOC101928370,-1.38024,4.74666,6.1269,-11.4979,3.78371e-20,6.42467e-18
213706_at,GPD1,-0.913552,6.39167,7.30523,-11.2133,3.8743e-20,6.55813e-18
228546_at,DPP6,-1.69897,4.7276,6.42658,-12.8515,3.88828e-20,6.56147e-18
228875_at,FAM162B,-1.71804,7.99925,9.71729,-11.1429,3.92594e-20,6.60464e-18
202112_at,VWF,-1.80757,10.2423,12.0498,-11.5478,4.0054e-20,6.71765e-18
228915_at,DACH1,-2.23744,6.154,8.39144,-11.3387,4.06283e-20,6.79312e-18
230030_at,HS6ST2,3.39093,7.97888,4.58794,12.0214,4.13085e-20,6.88579e-18
243481_at,RHOJ,-1.32753,6.48372,7.81125,-11.2882,4.28438e-20,7.1004e-18
224352_s_at,CFL2,-1.34592,8.3255,9.67142,-11.1233,4.28556e-20,7.1004e-18
235568_at,MCEMP1,-2.70982,8.29925,11.0091,-11.4722,4.31427e-20,7.12636e-18
212730_at,SYNM,-1.73798,7.65685,9.39483,-11.2709,4.47759e-20,7.37386e-18
1560826_at,,-1.15941,6.00487,7.16428,-11.8543,4.60445e-20,7.56001e-18
239183_at,ANGPTL1,-1.59936,5.00971,6.60907,-11.2492,4.7528e-20,7.78021e-18
230595_at,PGM5-AS1,-0.893144,6.32795,7.22109,-11.102,5.1229e-20,8.36104e-18
225913_at,PEAK1,-1.06408,9.93864,11.0027,-11.1927,5.25709e-20,8.52913e-18
225020_at,DAB2IP,-0.807218,7.63585,8.44306,-11.0883,5.24334e-20,8.52913e-18
218805_at,GIMAP1-GIMAP5 /// GIMAP5,-1.40708,8.90143,10.3085,-11.5035,6.04831e-20,9.78377e-18
213169_at,SEMA5A,-1.78154,7.50192,9.28347,-11.375,6.07793e-20,9.80268e-18
211161_s_at,COL3A1,1.98343,12.1131,10.1297,11.0594,6.18837e-20,9.92226e-18
37028_at,PPP1R15A,-1.56507,9.0357,10.6008,-11.0591,6.1713e-20,9.92226e-18
235183_at,FILIP1,-2.34252,6.31722,8.65974,-11.2129,6.24604e-20,9.98545e-18
228967_at,EIF1,-1.29295,7.44478,8.73773,-11.0454,6.56736e-20,1.04685e-17
203434_s_at,MME,-2.40396,5.57479,7.97875,-11.0527,7.10488e-20,1.12924e-17
224339_s_at,ANGPTL1,-1.57671,5.8066,7.38331,-11.1275,7.3214e-20,1.16028e-17
212680_x_at,PPP1R14B,0.914803,9.67016,8.75535,11.1008,7.70333e-20,1.21728e-17
212647_at,RRAS,-1.11441,9.41726,10.5317,-11.0355,7.96087e-20,1.25435e-17
206953_s_at,LOC101927458 /// LPHN2,-2.07857,8.09814,10.1767,-11.0279,8.33551e-20,1.30961e-17
226056_at,ARHGAP31,-1.11745,7.857,8.97445,-12.0767,8.78798e-20,1.37674e-17
218665_at,FZD4,-1.23958,7.9331,9.17268,-10.9867,9.16383e-20,1.43152e-17
243917_at,CLIC5,-0.777999,6.11981,6.89781,-11.0121,9.30209e-20,1.44898e-17
227923_at,SHANK3,-1.59955,7.13317,8.73273,-11.0231,1.00078e-19,1.55448e-17
217504_at,ABCA6,-1.54411,5.65403,7.19813,-11.1172,1.01195e-19,1.56737e-17
205304_s_at,KCNJ8,-1.2272,7.19395,8.42115,-10.9634,1.03548e-19,1.59929e-17
210299_s_at,FHL1,-2.95898,7.90984,10.8688,-11.1558,1.04869e-19,1.61513e-17
211998_at,H3F3A /// H3F3B /// MIR4738,-1.25287,9.24074,10.4936,-11.155,1.06141e-19,1.63012e-17
202878_s_at,CD93,-1.72117,10.1082,11.8294,-11.0308,1.09294e-19,1.67385e-17
242009_at,SLC6A4,-3.59242,5.79063,9.38304,-11.6847,1.12352e-19,1.71588e-17
201013_s_at,PAICS,1.16781,10.0563,8.88851,11.241,1.12817e-19,1.71818e-17
223492_s_at,LRRFIP1,-1.54229,7.81992,9.36221,-11.343,1.14329e-19,1.73638e-17
206068_s_at,ACADL,-2.04539,6.23791,8.28331,-10.9847,1.18637e-19,1.7968e-17
221846_s_at,CASKIN2,-1.0815,8.42246,9.50396,-11.7413,1.19013e-19,1.79752e-17
213456_at,SOSTDC1,-3.3862,6.05929,9.44549,-10.9486,1.2677e-19,1.90941e-17
205751_at,SH3GL2,-1.31933,4.0557,5.37502,-11.8598,1.27171e-19,1.91019e-17
205779_at,RAMP2,-1.71268,7.58435,9.29703,-11.0903,1.31622e-19,1.97162e-17
225750_at,ERO1L,1.06813,10.5911,9.523,11.3782,1.3743e-19,2.053e-17
222191_s_at,B4GALT7,0.633383,7.77947,7.14608,10.9073,1.41181e-19,2.09758e-17
219230_at,TMEM100,-3.56547,7.48205,11.0475,-10.9069,1.41064e-19,2.09758e-17
200654_at,P4HB,0.631672,12.6607,12.029,10.9066,1.44711e-19,2.14419e-17
39817_s_at,DNPH1,0.709509,9.50296,8.79345,11.03,1.56858e-19,2.31789e-17
45749_at,FAM65A,-0.769962,9.71597,10.4859,-10.8931,1.61038e-19,2.37325e-17
1555832_s_at,KLF6,-1.39221,10.9797,12.3719,-11.216,1.63007e-19,2.39581e-17
228548_at,RAP1A,-1.29927,7.59607,8.89533,-11.0984,1.64221e-19,2.40718e-17
204153_s_at,MFNG,-1.00473,7.93705,8.94177,-11.4929,1.6667e-19,2.43655e-17
205638_at,BAI3,-1.16635,4.25359,5.41994,-11.1913,1.68087e-19,2.4507e-17
224233_s_at,MSTO1,0.772074,7.60398,6.8319,11.0783,1.72711e-19,2.51142e-17
231842_at,KIAA1462,-1.67432,6.42932,8.10364,-11.025,1.73695e-19,2.51904e-17
205651_x_at,RAPGEF4,-1.76636,4.9045,6.67086,-10.8824,1.7666e-19,2.55526e-17
204154_at,CDO1,-2.32273,6.47373,8.79646,-10.8762,1.77799e-19,2.56494e-17
204675_at,SRD5A1,1.85143,8.36498,6.51355,11.028,1.90811e-19,2.74541e-17
209283_at,CRYAB,-1.55874,8.3224,9.88113,-11.1617,2.00172e-19,2.87255e-17
213997_at,FAM189A1,-0.592277,4.86049,5.45276,-11.4041,2.07846e-19,2.9744e-17
37384_at,PPM1F,-1.09092,8.04184,9.13276,-10.9568,2.08357e-19,2.9744e-17
201709_s_at,NIPSNAP1,0.800214,10.2075,9.40725,10.9716,2.17404e-19,3.08742e-17
238061_at,LGI3,-1.27976,6.91943,8.19919,-10.9813,2.17003e-19,3.08742e-17
225944_at,NLN,1.27866,7.7351,6.45645,10.9633,2.19728e-19,3.11233e-17
201923_at,PRDX4,1.03697,11.6464,10.6094,11.0196,2.2167e-19,3.13174e-17
231804_at,RXFP1,-1.68761,5.23711,6.92472,-11.3932,2.2781e-19,3.21018e-17
226857_at,ARHGEF19,1.11945,7.58311,6.46367,10.9807,2.32892e-19,3.27335e-17
213236_at,SASH1,-1.3097,9.16369,10.4734,-10.8293,2.34856e-19,3.2925e-17
202014_at,PPP1R15A,-1.61314,8.61357,10.2267,-10.8085,2.40444e-19,3.36222e-17
214733_s_at,YIPF1,0.560945,9.19156,8.63062,10.9531,2.41674e-19,3.37079e-17
214617_at,PRF1,-1.66126,8.8979,10.5592,-10.8213,2.43687e-19,3.39023e-17
239367_at,BDNF,-0.990857,6.03928,7.03014,-11.5071,2.62884e-19,3.64801e-17
203988_s_at,FUT8,1.15455,9.13116,7.97661,10.9065,2.71572e-19,3.75904e-17
206453_s_at,NDRG2,-1.07082,9.39003,10.4608,-10.9557,2.77097e-19,3.82583e-17
235978_at,FABP4,-1.33969,5.74177,7.08146,-11.5041,2.81611e-19,3.87836e-17
217437_s_at,TACC1,-1.40166,9.31275,10.7144,-10.9003,2.93362e-19,4.03004e-17
227733_at,TMEM63C,0.855561,6.36288,5.50732,11.177,3.27043e-19,4.48147e-17
211208_s_at,CASK,0.854265,9.69267,8.83841,11.4971,3.31363e-19,4.52931e-17
202021_x_at,EIF1,-0.67854,12.3541,13.0327,-10.7399,3.50827e-19,4.78341e-17
218313_s_at,GALNT7,1.46502,10.0776,8.61255,10.9082,3.77009e-19,5.1276e-17
204026_s_at,ZWINT,1.77402,9.33205,7.55803,11.0232,3.79639e-19,5.15056e-17
204134_at,PDE2A,-1.31166,6.64968,7.96134,-10.7701,3.94941e-19,5.34491e-17
202760_s_at,AKAP2 /// PALM2-AKAP2,-1.98024,8.84626,10.8265,-10.889,4.02352e-19,5.43175e-17
1553645_at,CCDC141,-1.5553,4.18961,5.74491,-10.9984,4.21844e-19,5.68087e-17
203476_at,TPBG,1.2882,10.135,8.84682,11.1082,4.36788e-19,5.86766e-17
220471_s_at,MYCT1,-1.01881,5.35411,6.37292,-10.8243,4.7107e-19,6.31269e-17
233588_x_at,MIR6834 /// PFDN6,0.802821,9.27744,8.47462,10.7754,4.86648e-19,6.5055e-17
202667_s_at,SLC39A7,0.922227,8.48669,7.56446,10.9001,4.915e-19,6.55433e-17
206488_s_at,CD36,-2.62968,7.79466,10.4243,-10.7281,5.05592e-19,6.72585e-17
229309_at,ADRB1,-3.21379,6.96217,10.176,-10.8293,5.14368e-19,6.82599e-17
232761_at,COX4I2,-1.1674,7.88484,9.05224,-10.6693,5.19895e-19,6.86886e-17
211986_at,AHNAK,-1.22567,11.1199,12.3455,-11.1589,5.20111e-19,6.86886e-17
224861_at,GNAQ,-0.930114,9.09851,10.0286,-11.2009,5.30227e-19,6.98559e-17
229367_s_at,GIMAP6,-1.95021,7.94958,9.89979,-10.8091,5.44401e-19,7.15508e-17
231233_at,PCAT6,1.08976,6.58254,5.49278,11.1868,5.5255e-19,7.24476e-17
202200_s_at,SRPK1,0.910524,9.76205,8.85152,10.9039,5.65443e-19,7.39607e-17
224906_at,ANO6,-0.810624,9.89168,10.7023,-10.7176,5.75856e-19,7.5143e-17
217806_s_at,POLDIP2,0.522086,9.34917,8.82708,10.9556,5.79391e-19,7.54243e-17
205382_s_at,CFD,-2.14068,9.77406,11.9147,-11.4303,5.93524e-19,7.70805e-17
213069_at,HEG1,-1.41535,9.69537,11.1107,-10.7174,6.06875e-19,7.86276e-17
217781_s_at,ZNF106,-0.972541,9.29852,10.2711,-10.796,6.30321e-19,8.14724e-17
202575_at,CRABP2,2.30497,9.72156,7.41659,11.3995,6.57602e-19,8.47981e-17
210434_x_at,JTB,0.432782,12.3368,11.904,10.9213,6.68007e-19,8.59371e-17
228933_at,NHS,1.89361,7.80845,5.91484,11.7025,7.03161e-19,9.01884e-17
214088_s_at,FUT3,1.32659,7.78565,6.45905,11.3083,7.04352e-19,9.01884e-17
220037_s_at,LYVE1,-2.52976,5.54197,8.07173,-10.6364,7.32155e-19,9.35294e-17
209481_at,SNRK,-1.1384,9.41911,10.5575,-10.6096,7.46003e-19,9.50763e-17
238617_at,KIF26B,2.09627,7.84685,5.75058,11.4802,7.63875e-19,9.71276e-17
212872_s_at,MED20,0.674951,8.47697,7.80202,11.0149,7.90229e-19,1.00245e-16
230354_at,,-0.849469,5.58083,6.4303,-10.8564,7.98305e-19,1.01035e-16
235175_at,GBP4,-1.48113,7.18953,8.67066,-10.5951,8.06491e-19,1.01836e-16
1552667_a_at,SH2D3C,-1.576,6.61815,8.19415,-10.8741,8.15785e-19,1.02706e-16
219655_at,SUGCT,1.39586,7.50727,6.11141,11.8022,8.17139e-19,1.02706e-16
229822_at,PARVB,-0.895454,6.29592,7.19138,-10.6191,8.35436e-19,1.04765e-16
1560879_a_at,SYT15,-0.846939,6.42102,7.26796,-10.75,8.41818e-19,1.05324e-16
202674_s_at,LMO7,-1.80828,6.38006,8.18834,-10.577,8.59416e-19,1.0728e-16
212811_x_at,SLC1A4,0.92889,8.77948,7.85059,10.8481,8.67455e-19,1.08037e-16
219937_at,TRHDE,-1.58252,4.77168,6.3542,-10.6902,8.8096e-19,1.09469e-16
206658_at,UPK3B,-2.77834,6.55052,9.32886,-11.5211,8.83587e-19,1.09547e-16
209170_s_at,GPM6B,-2.19563,7.81801,10.0136,-10.8209,8.92226e-19,1.10368e-16
208505_s_at,FUT2,0.810335,6.82164,6.0113,11.5117,9.04078e-19,1.11581e-16
222029_x_at,MIR6834 /// PFDN6,0.784788,9.05868,8.27389,10.7486,9.1012e-19,1.12074e-16
220170_at,FHL5,-1.94517,5.36514,7.31031,-10.5622,9.55217e-19,1.17363e-16
202857_at,CNPY2,0.679696,11.2459,10.5662,10.5763,9.96854e-19,1.22204e-16
224061_at,INMT,-2.53195,9.08863,11.6206,-11.0723,1.00295e-18,1.22677e-16
200700_s_at,KDELR2,1.14187,11.2132,10.0713,10.5644,1.00638e-18,1.22821e-16
206049_at,SELP,-1.42991,7.60607,9.03598,-10.6409,1.01957e-18,1.24154e-16
1570430_at,,-0.751449,4.72585,5.4773,-10.5688,1.05031e-18,1.27612e-16
201540_at,FHL1,-2.34987,10.5198,12.8697,-11.7216,1.05646e-18,1.28075e-16
1552318_at,GIMAP1,-1.79488,6.82427,8.61915,-10.588,1.08358e-18,1.31072e-16
232404_at,SHROOM4,-1.00133,5.74626,6.74759,-10.5716,1.09433e-18,1.32081e-16
204249_s_at,LMO2,-1.33308,8.73176,10.0648,-10.8271,1.09829e-18,1.32267e-16
205384_at,FXYD1,-1.62622,8.19141,9.81762,-10.7803,1.10213e-18,1.32437e-16
223363_at,PSMG3,0.938903,8.87273,7.93383,10.8119,1.16612e-18,1.39819e-16
212227_x_at,EIF1,-0.664885,12.4092,13.0741,-10.5361,1.17894e-18,1.41047e-16
222144_at,KIF17,-0.647172,6.58501,7.23219,-10.5791,1.20224e-18,1.43521e-16
202732_at,PKIG,-1.30424,9.41712,10.7214,-10.7672,1.21382e-18,1.44587e-16
216925_s_at,TAL1,-0.563737,6.53864,7.10237,-11.1318,1.22663e-18,1.45796e-16
203323_at,CAV2,-2.3387,9.64088,11.9796,-10.8015,1.2445e-18,1.47599e-16
202877_s_at,CD93,-1.56464,8.25014,9.81479,-10.5181,1.29303e-18,1.53022e-16
226955_at,AFAP1L1,-1.59026,6.44844,8.0387,-10.5091,1.31499e-18,1.55285e-16
222802_at,EDN1,-1.90589,8.78557,10.6915,-10.5001,1.35677e-18,1.59873e-16
203853_s_at,GAB2,-0.783214,8.93801,9.72122,-11.086,1.36512e-18,1.60511e-16
219061_s_at,LAGE3,0.912211,9.24283,8.33062,10.6391,1.37256e-18,1.6104e-16
218350_s_at,GMNN,1.07706,9.2798,8.20274,10.6498,1.39624e-18,1.63468e-16
202222_s_at,DES,-1.4548,6.97604,8.43084,-10.4862,1.41996e-18,1.6589e-16
224013_s_at,SOX7,-2.47236,5.30324,7.7756,-10.5398,1.43037e-18,1.66749e-16
200965_s_at,ABLIM1,-1.22531,9.79831,11.0236,-10.9954,1.43859e-18,1.6735e-16
219371_s_at,KLF2,-1.67268,9.43088,11.1036,-10.7154,1.48326e-18,1.7218e-16
219656_at,PCDH12,-0.915407,8.20982,9.12522,-10.902,1.50948e-18,1.74854e-16
203545_at,ALG8,0.715312,9.39052,8.67521,10.8074,1.56586e-18,1.81001e-16
235044_at,CYYR1,-1.70643,6.63331,8.33974,-10.4869,1.58936e-18,1.82709e-16
205471_s_at,DACH1,-2.01939,5.70169,7.72108,-10.622,1.58873e-18,1.82709e-16
225803_at,FBXO32,1.38695,7.98804,6.60109,11.415,1.59066e-18,1.82709e-16
1558508_a_at,C1orf53,1.86238,7.94251,6.08012,10.7415,1.59937e-18,1.83324e-16
223836_at,FGFBP2,-2.51557,5.40989,7.92547,-10.5021,1.64188e-18,1.87411e-16
226132_s_at,MANEAL,1.42629,7.58693,6.16064,11.1203,1.64076e-18,1.87411e-16
222121_at,ARHGEF26,-1.9327,4.94402,6.87672,-11.1789,1.68195e-18,1.91585e-16
208609_s_at,TNXA /// TNXB,-1.46719,7.83757,9.30477,-10.462,1.68956e-18,1.92051e-16
211603_s_at,ETV4,1.11404,7.86902,6.75498,10.9996,1.69628e-18,1.92416e-16
228444_at,ARRB1,-0.969307,7.36098,8.33029,-10.6502,1.71257e-18,1.93468e-16
219407_s_at,LAMC3,-0.918368,7.00027,7.91864,-10.4602,1.71264e-18,1.93468e-16
242220_at,SPTBN1,-0.993894,4.81382,5.80772,-11.6103,1.74198e-18,1.96377e-16
226492_at,SEMA6D,-1.7334,6.10311,7.83651,-10.4551,1.76945e-18,1.99063e-16
229781_at,LOC100506725,-1.13396,4.64423,5.77819,-10.6456,1.78576e-18,2.00485e-16
218897_at,TMEM177,1.06769,7.01372,5.94604,10.9671,1.7915e-18,2.00718e-16
227046_at,SLC39A11,1.05625,8.97327,7.91702,10.6142,1.80922e-18,2.02289e-16
206027_at,S100A3,-1.57093,6.43042,8.00135,-10.9978,1.83934e-18,2.05237e-16
203228_at,PAFAH1B3,1.07713,9.05062,7.97349,11.4605,1.88734e-18,2.10164e-16
226625_at,TGFBR3,-2.11427,8.60624,10.7205,-10.7563,2.1234e-18,2.35969e-16
219526_at,C14orf169,0.661966,8.65073,7.98876,10.4924,2.14772e-18,2.38187e-16
213915_at,NKG7,-1.86911,7.51442,9.38353,-10.4234,2.19128e-18,2.42527e-16
224822_at,DLC1,-1.9003,9.50629,11.4066,-11.2531,2.20432e-18,2.43478e-16
214135_at,CLDN18,-3.22829,8.95354,12.1818,-11.0923,2.24397e-18,2.47357e-16
225450_at,AMOTL1,-1.24658,8.746,9.99257,-10.5868,2.28209e-18,2.51053e-16
202340_x_at,NR4A1,-1.60478,8.85767,10.4624,-10.3963,2.29678e-18,2.52162e-16
202947_s_at,GYPC,-1.05837,9.09399,10.1524,-10.8638,2.30891e-18,2.52985e-16
204570_at,COX7A1,-1.35562,8.98337,10.339,-10.6783,2.3451e-18,2.56436e-16
209107_x_at,NCOA1,-0.590738,9.53204,10.1228,-10.5149,2.39801e-18,2.61699e-16
236029_at,FAT3,-1.92277,5.91686,7.83963,-10.3817,2.53081e-18,2.75642e-16
238018_at,FAM150B,-2.61563,5.87265,8.48828,-10.4923,2.58555e-18,2.81044e-16
210606_x_at,KLRD1,-1.53696,5.88331,7.42028,-10.4083,2.5948e-18,2.8149e-16
227094_at,DHTKD1,0.920789,8.89856,7.97777,10.5344,2.61114e-18,2.82702e-16
205357_s_at,AGTR1,-2.09755,6.1978,8.29535,-10.5106,2.74003e-18,2.9607e-16
218493_at,SNRNP25,0.805374,9.73342,8.92805,10.5439,2.79062e-18,3.00941e-16
209710_at,GATA2,-1.33031,7.71311,9.04342,-10.3562,2.92229e-18,3.1452e-16
1555310_a_at,PAK6,1.12438,8.27523,7.15084,10.4323,3.00193e-18,3.22457e-16
208843_s_at,GORASP2,0.69387,10.7868,10.0929,10.347,3.20531e-18,3.43628e-16
222581_at,XPR1,1.26353,9.94957,8.68605,11.249,3.21545e-18,3.4404e-16
211726_s_at,FMO2,-2.39638,8.41982,10.8162,-10.4635,3.27963e-18,3.50222e-16
217871_s_at,MIF,0.873098,12.7114,11.8383,10.5575,3.28928e-18,3.50568e-16
201578_at,PODXL,-1.06615,9.28228,10.3484,-10.3319,3.30127e-18,3.51162e-16
238178_at,,-1.82132,4.68138,6.5027,-10.372,3.34765e-18,3.55403e-16
228850_s_at,SLIT2,-1.83713,7.78714,9.62427,-10.5004,3.35914e-18,3.55932e-16
209014_at,MAGED1,0.933769,11.576,10.6423,10.6276,3.43959e-18,3.63751e-16
205812_s_at,TMED9,0.776378,12.0284,11.2521,10.3195,3.49916e-18,3.69337e-16
200903_s_at,AHCY,0.72294,9.62994,8.907,10.4764,3.53368e-18,3.72262e-16
220244_at,LINC00312,-1.74886,6.98306,8.73192,-10.3585,3.65068e-18,3.83848e-16
218275_at,SLC25A10,0.609312,6.96042,6.35111,10.4854,3.67014e-18,3.85154e-16
229436_x_at,BRCC3,0.828915,9.01827,8.18936,10.6905,3.97971e-18,4.1684e-16
213541_s_at,ERG,-1.80231,7.25393,9.05624,-10.3576,4.01694e-18,4.19936e-16
201131_s_at,CDH1,1.03621,11.91,10.8738,10.646,4.07051e-18,4.24724e-16
221885_at,DENND2A,-0.878221,6.9279,7.80612,-10.2909,4.08705e-18,4.25637e-16
218764_at,PRKCH,-1.05412,9.07877,10.1329,-10.6207,4.17185e-18,4.33642e-16
37145_at,GNLY,-2.02404,7.02332,9.04735,-10.3077,4.33324e-18,4.49563e-16
203835_at,LRRC32,-1.52867,8.91066,10.4393,-10.5502,4.35309e-18,4.50767e-16
217414_x_at,HBA1 /// HBA2,-2.40933,10.9462,13.3555,-10.5754,4.54579e-18,4.69831e-16
219436_s_at,EMCN,-2.29737,6.63589,8.93326,-10.3112,4.56996e-18,4.71439e-16
239109_at,,-0.672143,5.08033,5.75248,-10.5773,4.62908e-18,4.76638e-16
214505_s_at,FHL1,-2.47561,7.89591,10.3715,-10.2652,4.77189e-18,4.8996e-16
218656_s_at,LHFP,-1.38664,9.36138,10.748,-10.4491,4.77638e-18,4.8996e-16
215454_x_at,SFTPC,-3.26941,8.91353,12.1829,-10.867,4.96372e-18,5.08223e-16
232378_at,SLC5A9,-1.34077,5.89146,7.23223,-10.6706,5.20937e-18,5.32378e-16
203821_at,HBEGF,-2.01943,8.47995,10.4994,-10.2654,5.28514e-18,5.39114e-16
210762_s_at,DLC1,-1.87865,10.04,11.9186,-10.9968,5.38364e-18,5.48139e-16
228863_at,PCDH17,-1.74899,7.98239,9.73138,-10.3323,5.6159e-18,5.68609e-16
230867_at,COL6A6,-2.31264,6.38908,8.70172,-10.839,5.6124e-18,5.68609e-16
200904_at,HLA-E,-0.883178,11.7106,12.5938,-10.5348,5.61076e-18,5.68609e-16
208757_at,TMED9,0.636253,10.2759,9.63966,10.2995,5.70152e-18,5.76157e-16
203006_at,INPP5A,-0.886111,9.31419,10.2003,-10.2868,5.71151e-18,5.76157e-16
224925_at,PREX1,-1.00493,7.65727,8.6622,-10.3207,5.9136e-18,5.94853e-16
210046_s_at,IDH2,0.913862,10.116,9.20218,10.2942,5.91861e-18,5.94853e-16
207358_x_at,MACF1,-0.792934,9.85829,10.6512,-10.2196,6.0449e-18,6.06431e-16
221841_s_at,KLF4,-2.29494,9.67202,11.967,-10.4226,6.14699e-18,6.15543e-16
206868_at,STARD8,-0.969808,7.41687,8.38668,-10.3438,6.27287e-18,6.27e-16
226455_at,CREB3L4,1.0947,8.39788,7.30318,10.8632,6.4173e-18,6.40266e-16
235334_at,ST6GALNAC3,-1.55813,5.29968,6.85781,-10.2457,6.52971e-18,6.49112e-16
227289_at,PCDH17,-1.72243,7.81526,9.5377,-10.2459,6.52575e-18,6.49112e-16
223229_at,UBE2T,1.74829,7.73263,5.98434,10.9072,6.57638e-18,6.52565e-16
207519_at,SLC6A4,-2.59328,6.1321,8.72538,-10.8964,6.77353e-18,6.70911e-16
221087_s_at,APOL3,-1.05551,8.47461,9.53011,-10.2522,6.80662e-18,6.72969e-16
231841_s_at,KIAA1462,-2.01789,6.35716,8.37505,-10.2698,7.04628e-18,6.94154e-16
204018_x_at,HBA1 /// HBA2,-2.40942,11.3801,13.7895,-10.5317,7.04066e-18,6.94154e-16
223355_at,ALG1,0.780025,7.73625,6.95623,10.3345,7.24566e-18,7.12511e-16
204073_s_at,MYRF,-1.56054,7.78398,9.34453,-10.5637,7.34621e-18,7.21102e-16
203744_at,HMGB3,1.84433,9.67344,7.8291,10.6374,7.5393e-18,7.37408e-16
232510_s_at,DPP3,0.660872,9.51177,8.8509,10.347,7.53541e-18,7.37408e-16
205303_at,KCNJ8,-1.29243,7.29292,8.58535,-10.2488,7.6227e-18,7.44234e-16
218788_s_at,SMYD3,0.808407,9.8353,9.02689,10.7895,7.65459e-18,7.46015e-16
205632_s_at,PIP5K1B,-2.13218,7.20504,9.33722,-10.443,7.67314e-18,7.46493e-16
210155_at,MYOC,-1.06601,6.3113,7.37731,-10.1802,7.7571e-18,7.53321e-16
1553715_s_at,FAM195A,0.911441,9.3274,8.41596,10.4177,7.85703e-18,7.61673e-16
